"Category_Minor","ln","lt"
"Healthcare Card",23.7949853617353,38.0191139055057
"Stem Cell Banks",23.788902,37.99027
"Stem Cell Banks",23.7892796355666,38.0248964631359
"Stem Cell Banks",23.7457096666666,37.9722109025836
"Stem Cell Banks",23.7457096666667,37.9722109025836
"Stem Cell Banks",23.6591588778788,38.012429104737
"Stem Cell Banks",23.8306233205196,38.0139385412692
"Escape Rooms",23.7361626,37.9553510539823
"Escape Rooms",23.8109998429755,38.07047423974
"Escape Rooms",23.713631,37.980106
"Escape Rooms",23.807267,38.054549
"Escape Rooms",23.806731,38.0551183690476
"Escape Rooms",23.7520985,38.0214647743362
"Escape Rooms",23.7512075653187,38.0407441769492
"Escape Rooms",23.7363545377687,37.9518889560022
"Escape Rooms",23.7625867590909,37.9841987999999
"Escape Rooms",23.8186959773892,38.0190998971238
"Escape Rooms",23.7281189057471,37.9760048
"Escape Rooms",23.7262985,37.9770018193277
"Escape Rooms",23.7396975,37.9403997638889
"Escape Rooms",23.7023979063197,38.0059862
"Escape Rooms",23.6944587,38.0164798678733
"Escape Rooms",23.720144,37.985696
"Escape Rooms",23.7078143438435,37.9600396067703
"Escape Rooms",23.822341,38.012118
"Escape Rooms",23.7959164,38.0187109384292
"Escape Rooms",23.8602774321025,38.1424964970188
"Escape Rooms",23.712425314542,37.9825171428571
"Escape Rooms",23.8004781897654,38.0238477952466
"Escape Rooms",23.7340701999999,37.9724620814661
"Escape Rooms",23.805856,38.055781
"Escape Rooms",23.685381,38.001256
"Escape Rooms",23.827021,38.0071205317073
"Escape Rooms",23.7139229182171,37.9399450171825
"Escape Rooms",23.7031481140437,38.0034846128409
"Escape Rooms",23.7015833,37.9342111248366
"Escape Rooms",23.8000820338127,38.021665300515
"Escape Rooms",23.6857292150537,37.9924726666666
"Escape Rooms",23.7519348,37.9749185444444
"Escape Rooms",23.753214,37.856788
"Escape Rooms",23.831284027611,38.0150528750491
"Escape Rooms",23.8423475016548,38.0143024562181
"Escape Rooms",23.7506423044776,37.9746053999999
"Escape Rooms",23.711454,37.977136
"Escape Rooms",23.709558991677,37.9466626666666
"Escape Rooms",23.649471,37.943857683527
"Escape Rooms",23.720561,37.952629
"Escape Rooms",23.7423712511817,37.9387078989766
"Escape Rooms",23.736468,37.978925
"Escape Rooms",23.736676,37.983359
"Escape Rooms",23.6248104,37.9649759082569
"Escape Rooms",23.722118,37.9848319664804
"Escape Rooms",23.646297,37.939442
"Escape Rooms",23.753749,37.983329
"Computer Schools",23.737317,38.0878451156606
"Kids Creative Learning Centers",23.737371,38.085859
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.79531,38.044146
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420853,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7428563,37.9749289051546
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.786545,38.048821
"Ministry of Education & Religious Affairs",23.67880125,37.9919263091862
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Education & Religious Affairs",23.7325521,37.9897865268041
"Ministry of Education & Religious Affairs",23.7876362420854,38.0469340018151
"Ministry of Culture & Sport",23.7334495,37.9885868559928
"Ministry of Culture & Sport",23.7183584887375,37.9797473
"Ministry of Culture & Sport",23.7325521,37.9897865268041
"Ministry of Culture & Sport",23.724518878533,37.9742350838604
"Ministry of Culture & Sport",23.7348032857143,37.9875098014842
"Ministry of Culture & Sport",23.7334495,37.9885868559928
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7318606,37.9781777331143
"Ministry of Culture & Sport",23.7277679155388,37.9730608850828
"Ministry of Culture & Sport",23.7318606,37.9781777331143
"Ministry of Culture & Sport",23.7348032857143,37.9875098014842
"Ministry of Culture & Sport",23.7311467,37.9689720096257
"Ministry of Culture & Sport",23.7316455303116,37.9759447
"Ministry of Culture & Sport",23.7316455303116,37.9759447
"Ministry of Culture & Sport",23.7322051052632,37.989746
"Ministry of Culture & Sport",23.7333968571429,37.9858507323481
"Ministry of Culture & Sport",23.7325521,37.9897865268041
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7318606,37.9781777331143
"Ministry of Culture & Sport",23.7318606,37.9781777331143
"Ministry of Culture & Sport",23.7277679155388,37.9730608850828
"Ministry of Culture & Sport",23.7195262350566,37.9794027142857
"Ministry of Culture & Sport",23.7209285470255,37.9779392378713
"Ministry of Culture & Sport",23.726261102439,37.973772
"Ministry of Culture & Sport",23.7297165,37.9690420774908
"Ministry of Culture & Sport",23.7316455303116,37.9759447
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7317615076978,37.9907936666667
"Ministry of Culture & Sport",23.7317615076978,37.9907936666667
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7325521,37.9897865268041
"Ministry of Culture & Sport",23.7334495,37.9885868559928
"Ministry of Culture & Sport",23.730436690245,37.9841543333333
"Ministry of Culture & Sport",23.719863,37.979499
"Ministry of Culture & Sport",23.7183584887375,37.9797473
"Ministry of Culture & Sport",23.7325521,37.9897865268041
"Ministry of Culture & Sport",23.7311467,37.9689720096257
"Ministry of Culture & Sport",23.7319606,37.9781640668857
"Ministry of Culture & Sport",23.7311466999999,37.9689720096256
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.7422586666667,37.9884469047619
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.7455525658933,37.9891896
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.746811,37.9880960306122
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.7381495,37.9060986933962
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Infrastructure - Transport & Networks",23.788543,37.999124
"Ministry of Regional Development and Competitiveness",23.731017,37.976082
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7309711,37.9761386825758
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.731017,37.976082
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.731017,37.976082
"Ministry of Regional Development and Competitiveness",23.7309711,37.9761386825758
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7333758,37.9757158333333
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Ministry of Regional Development and Competitiveness",23.7716806315789,37.9912408
"Sports Schools",23.7392025461956,37.9381875
"Sports Clubs",23.9978281693183,38.0187623494733
"Sports Schools",23.7025793215799,37.9545139
"Sports Schools",23.751517,37.965073
"Sports Clubs",23.7671758185127,37.9803557661474
"Sports Schools",23.6391270737469,37.9516895714285
"Sports Schools",23.7582493244755,38.0362322
"Associations & Unions",23.802047,38.005209
"Sports Schools",23.6805301817905,37.9955565381843
"Sports Schools",23.7340223817594,38.0047172857142
"Sports Schools",23.7658795680177,38.05067
"Sports Schools",23.7658795680176,38.05067
"Sports Schools",23.790851,38.073758
"Sports Schools",23.7091466,37.9725000375
"Sports Schools",23.726558,37.978222
"Sports Clubs",23.8016495,38.0294033226601
"Sports Schools",23.753859007064,37.8893389
"Bars",23.733618,38.330195
"Bars",23.7729915,37.8308230470588
"Bars",23.8358,37.820692
"Bars",23.1574141693114,37.2658204755851
"Bars",23.913803,38.290299
"Bars",23.9415569923448,37.7253241079749
"Bars",23.70843,37.91396
"Bars",24.015572,38.138154
"Bars",23.8702712802706,37.7996424890386
"Bars",23.530488,37.93357
"Bars",23.9926553117254,38.1287477312216
"Bars",23.9431439597556,37.7234641622458
"Bars",23.9248001851805,37.7189917600799
"Clubs",23.708072,37.914267
"Clubs",23.7729915,37.8308230470588
"Hotels",24.0004046087701,38.1237409479135
"Hotels",23.002850428527,36.1466441184773
"Hotel & Tourism Enterprises",23.740282,37.9790845689655
"Bars",23.7179303801242,37.9742381999999
"Bars",23.7623352485943,37.9916234999999
"Bars",23.7128073540498,37.977494
"Bars",23.7997583230887,38.0221130211297
"Bars",23.7194931872673,37.9747952992307
"Bars",23.8073564,38.0556449483871
"Bars",23.7410933333333,37.9780374801864
"Bars",23.7308324677326,37.977840506745
"Bars",23.799037,38.020435
"Bars",23.7944149097955,38.004407593173
"Bars",23.6479158343186,37.9389440653065
"Bars",23.686168,38.041386
"Bars",23.7325994894472,37.9860636
"Bars",23.711597,37.9775337592804
"Bars",23.7975179999999,38.0198467107329
"Bars",23.7364937,37.9845123888889
"Bars",23.7758094,38.0048338230769
"Bars",23.745304,37.977209
"Bars",23.7308773,37.9773075980021
"Bars",23.7332178348638,37.9772636238918
"Bars",23.7111837969493,37.9790214107651
"Bars",23.683709,38.029703
"Bars",22.9384410789632,40.638318
"Bars",25.311283,37.422106
"Clubs",23.71298025,37.9816501119403
"Clubs",23.7342155042924,37.9673834768657
"Clubs",22.950616968616,40.5933010092512
"Clubs",22.9418025460432,40.6319047
"Sports Schools",23.721305,38.022814
"Sports Schools",23.6288592400089,37.9294417527814
"Sports Schools",23.778475,38.056774
"Sports Schools",23.6215353097386,37.9711942461953
"Sports Clubs",23.7613334896389,37.9408618212121
"Sports Clubs",23.7925875120619,38.0035690484422
"Sports Schools",23.7357755,37.9477759247787
"Sports Schools",23.628669179081,37.9493062
"Sports Schools",23.764538,37.872557
"Sports Schools",23.7414015018761,38.0019435
"Sports Schools",23.8084815522887,38.0542591284356
"Sports Clubs",23.75388,37.972315
"Sports Clubs",23.7643949831169,37.8503438
"Sports Clubs",23.7389461602291,38.0217100640433
"Sports Clubs",23.701976,37.945026
"Sports Clubs",23.8344694619469,38.0430094
"Sports Schools",23.7277553333333,38.0114157509454
"Sports Clubs",23.75029175,37.9692261423509
"Sports Schools",23.845996,38.031745
"Sports Schools",23.7774920220994,37.837321
"Chinese Cuisine",24.008805,38.018367
"Sports Schools",23.7603179683652,37.9762514
"Sports Schools",23.8173806,38.090063030303
"Sports Schools",23.6401333,37.9738286275862
"Bars",23.73691,37.984108
"Bars",23.755936,38.0183923421052
"Bars",23.7327590754941,37.9766648077988
"Bars",23.7055925490654,37.9604842499999
"Cafes",23.696427,38.012401
"Clubs",23.706694206843,38.0113759941077
"Clubs",23.7622379999999,37.9779710389221
"Clubs",23.7142523125,37.9457994
"Clubs",23.7227696426513,37.9783850675098
"Bars",23.7318556263772,37.9855872
"Bars",23.7979376692054,38.0204741948253
"Bars",23.7488109890109,38.0358784999999
"Bars",23.738760811745,37.9907251
"Bars",23.7963021,38.0201467834753
"Bars",23.6443965161369,37.9334016
"Bars",23.6869982296598,38.0037227825572
"Bars",23.7350122886106,37.9844453333333
"Bars",23.7590715560364,37.9890784
"Bars",23.7339749,37.9850497247723
"Bars",23.7367094593496,37.9866856666667
"Bars",23.706301050995,38.0090637954566
"Clubs",23.711893,37.9791038091581
"Clubs",23.7594270618556,37.980236
"Clubs",23.8117564130069,38.0714800625363
"Clubs",23.7478288571428,37.9680210940084
"Clubs",23.7109499831977,37.9451949816778
"Clubs",23.6244508918023,37.9741470173074
"Clubs",23.8346398284762,38.0510656568858
"Clubs",23.7103002781957,37.9308838784327
"Clubs",23.7517330377273,37.9769243685374
"Clubs",23.868707,38.049316
"Clubs",23.7228862610474,37.9781292506222
"Bars",23.729936,37.968635
"Bars",23.74986275,37.8648139495412
"Bars",23.6471232979757,37.935598241023
"Bars",23.8162918692923,38.0299136
"Bars",23.70947,37.981826
"Bars",23.6881454444444,38.0401787994034
"Bars",23.7298114768328,37.9677597999999
"Bars",23.7162184913491,37.9475761129213
"Bars",23.9828902380059,38.0839097
"Bars",23.6924223998922,38.0117358617637
"Bars",23.756574,37.86314
"Bars",23.7298945558096,37.9830155
"Bars",22.94564,36.242341
"Bars",23.7025848,37.9299741960707
"Bars",23.7316633067087,37.9743163023105
"Bars",23.7328407877235,37.9735231
"Bars",23.7321346324864,37.9798605
"Bars",23.7368766696458,37.9840272
"Bars",23.799578,37.99826
"Classified Ads",23.7552077999999,37.861027090909
"Orthopaedics",23.8841,38.0037
"Orthopaedics",23.7297,37.9887
"Orthopaedics",23.7009,37.9312
"Orthopaedics",23.7568,37.9824
"Orthopaedics",23.7917,38.0591
"Orthopaedics",23.8026,38.0215
"Orthopaedics",23.7517,37.8641
"Orthopaedics",23.8025,38.0575
"Orthopaedics",23.7924337534125,38.0295196666666
"Orthopaedics",23.7520136509433,37.977908
"Orthopaedics",23.9321395,37.8754384148265
"Orthopaedics",23.8213973712259,38.013763
"Orthopaedics",23.7611225,37.985879518595
"Orthopaedics",23.8633678,37.9491073159509
"Orthopaedics",23.8582346150716,38.1371344495222
"Orthopaedics",23.78828241133,38.0261570999999
"Orthopaedics",23.7593374481815,37.9867826666666
"Orthopaedics",23.7367135,37.9821439736842
"Orthopaedics",23.746709,38.015665
"Orthopaedics",23.761442917669,37.8607123759245
"Orthopaedics",23.8046726510855,38.0431212
"Sports Facilities|Child Events & Parties",23.7058,37.9426
"Sports Facilities",23.852634,38.130353
"Sports Facilities",23.7853109241388,38.0603213129361
"Car Importers & Dealers",23.5345270595041,38.045233
"Sports Facilities",23.8324496140564,38.0865715693631
"Sports Facilities",23.9744313,38.0911582700483
"Sports Facilities",23.7417392484472,38.013615
"Sports Facilities",23.91683,37.999037
"Dietitians",23.726552873277,37.9657918
"Sports Facilities",23.84463,37.905455
"Classified Ads",23.8082699607034,38.0717486666666
"Classified Ads",23.7319712380952,37.9783483333333
"Newspapers & Magazines",23.736274417976,37.9547606999999
"Newspapers & Magazines",23.7016492361827,37.9915675854707
"Newspapers & Magazines",23.670013,37.962849
"Newspapers & Magazines",23.8379725370883,38.0514138869153
"Newspapers & Magazines",23.8003293745327,38.0379601577628
"Newspapers & Magazines",23.751664524168,37.86410525
"Newspapers & Magazines",23.8371855,38.02238188
"Newspapers & Magazines",23.8371855,38.02238188
"Renewable Energy",23.7443474,37.9111850625767
"Renewable Energy",23.81875,38.01432
"Renewable Energy",23.7277577003529,38.0099663683022
"Renewable Energy",23.8174642181637,38.0212043
"Renewable Energy",23.850137,37.996582
"Renewable Energy",23.855266,38.001064
"Renewable Energy",23.7846564041835,38.027012
"Renewable Energy",23.768735,37.997861
"Urologists",23.7303035211184,38.0855620279601
"Urologists",23.7380606666666,38.0779413258983
"Pathologists",23.7766,38.0352
"Pathologists",23.757463428765,37.9866649518374
"Medical Centres & Clinics|Microbiological Laboratories",23.7049,37.9578
"Medical Centres & Clinics|Microbiological Laboratories",23.7966,38.0917
"Medical Centres & Clinics|Biopathologists & Microbiologists|Microbiological Laboratories",23.7596,37.9911
"Medical Centres & Clinics|Radiography Centres",23.8158,38.089
"Medical Centres & Clinics|Biopathologists & Microbiologists",23.8592,38.1335
"Medical Centres & Clinics|Microbiological Laboratories",23.7113,38.0077
"Medical Centres & Clinics",23.758299,37.879597
"Medical Centres & Clinics",23.7481755,37.9901684816444
"Shipping Companies",23.6443223375527,37.9471438
"Shipping Companies",23.6474715,37.9455047803738
"Radio Stations",23.8244082635199,38.0136498
"Motorcycle & Scooter Importers & Dealers",23.6503498837606,37.9482469999999
"Motorcycle & Scooter Importers & Dealers",23.6473732522523,38.010585
"Agricultural Machinery & Equipment",23.719358,38.00975
